komentar,kantor,letak,rating,sentimen,komentar_clean
"sangat tidak profesional! proses pengambilan bpkb lama sekali, jam cuma diminta menungu prosesnya, padahal kemarin sudah janjian via telp. lebih parah ketika ditanya kenapa lama dan berapa lama lagi harus menungu cuma dijawab tidak tahu (padahal kondisi sepi)",Maybank Finance Surabaya,Kota Surabaya,1,negatif,"profesional! proses pengambilan bpkb sekali, jam menungu prosesnya, kemarin janjian via telp. parah menungu (padahal kondisi sepi)"
pengambilan bpkb sangat mbulet dan bagian karyawan tidak profesional byr denda antara org satu dan yang lain beda harga. sangat tidak rekomen,Maybank Finance Surabaya,Kota Surabaya,2,negatif,pengambilan bpkb mbulet karyawan profesional byr denda org beda harga. rekomen
"pengalaman datsng jam belum buka tertulis di gogle . jam . baru di buka dan di persilahkan masuk. pelayanan di front desk kurang cuma ada satpam . pengambilan bpkp ternyata katanya ada denda keterlambatan tapi tidak ada pengumuman dari pihak bank jadi tidak bisa di ambil hari itu juga. padahal cicilan sudah lunas dari bulan tahun lalu tidak ada juga pihak maybank yang menghubungi agar di ambil bpkpnya. menurut saya tidak profesional pelayananya. dari jam buka ofice dan pelayananya sangat kurang, mungkin karena pelangan atau pengunanya sedikit. jika di sarankan mengunakan maybank finance lagi rasanya kok tidak ya. big no",Maybank Finance Surabaya,Kota Surabaya,2,negatif,"pengalaman datsng jam buka tertulis gogle . jam . buka persilahkan masuk. pelayanan front desk satpam . pengambilan bpkp denda keterlambatan pengumuman bank ambil juga. cicilan lunas maybank menghubungi ambil bpkpnya. profesional pelayananya. jam buka ofice pelayananya kurang, pelangan pengunanya sedikit. sarankan mengunakan maybank finance ya. big"
"respond chat by wa sangat lama , paling cepat / hari wa baru dibalas oleh admin ibu rosa sat datang mau ambil bpkb menungu menit baru serah terima bpkb padahal tidak ada customer sama sekali sat itu",Maybank Finance Surabaya,Kota Surabaya,1,negatif,"respond chat wa , cepat / wa dibalas admin rosa sat ambil bpkb menungu menit serah terima bpkb customer sat"
pelayananya sangat buruk. ambil bpkb sangat lama sampai jadwal lain terbengkalai. entah sistem atau sdm-nya yang perlu diperbaiki di perusahan ini. sangat tidak direkomendasikan untuk dijadikan pilihan leasing. masih banyak yang lebih bagus.,Maybank Finance Surabaya,Kota Surabaya,1,negatif,pelayananya buruk. ambil bpkb jadwal terbengkalai. sistem sdm-nya diperbaiki perusahan ini. direkomendasikan dijadikan pilihan leasing. bagus.
"kesalahan input harga ad pada sales, saya selama thn d tlpin ad kekurangan bayar. tiap bln harus tlpin sales sampai spv g ad efek… sampai saya bayar sdh lebihin pun terakhir ambil bpkb masih d persulit! sdh info dr jumat mg lalunya d suru ambil rabu masih g bs ambil lagi….",Maybank Finance Surabaya,Kota Surabaya,1,negatif,"kesalahan input harga ad sales, thn tlpin ad kekurangan bayar. bln tlpin sales spv g ad efek… bayar sdh lebihin ambil bpkb persulit! sdh info dr jumat mg lalunya suru ambil rabu g bs ambil lagi…."
lama banget,Maybank Diponegoro Medan,Kota Medan,1,negatif,banget
"waktu menungu bisa dimengerti tapi pelayananya sangat mengesalkan, dijanji pangilan di waktu hari kerja tapi tidak ada, infonya pun tidak jelas bahkan sampai bolak balik juga tidak ada perkembangan. menghabiskan banyak waktu dan uang, bahkan masalahnya belum selesai sampai sekarang.",Maybank Diponegoro Medan,Kota Medan,1,negatif,"menungu dimengerti pelayananya mengesalkan, dijanji pangilan kerja ada, infonya bolak perkembangan. menghabiskan uang, selesai sekarang."
"tgl feb, batalin polis asuransi alianz karena masih masa nunggu hari. dikarenakan sudah masuk preminya dikit karena bantu cs, cuma di telponin dari asuransinya berkali gak kuat. yaudalah ya, lagian produknya tidak terlalu tutup aja. bukan cerita nominal ya! sebenarnya malas mau nutup polish karena ribet, cuma dipikir sayang juga thn dana tidak berkembang hanya pengembalian % bukan % trus manfatnya lebih kecil dari produk sebelah. pas mau nutup polis di customer service habisan saya di intimidasi sama staf banknya. kalau csnya okelah hanya nakutin uang gak kembali, yang level marketing bilangnya “harusnya dipikirnya sebelum tanda tanganlah pak. ini sudah cetak premi bapak baru mau batalin” dengan nada tingi, okeh saya masih sabar! yang paling saya hilang kesabaran spv an. wandi (sampe saya liat namanya) dia bilang “buka dimana yang lalu pak? kok gak nutup disana aja bapak? pasti bapak takut kan mau kesana nutup dan ketemu csnya !. sumpah lantam kali mulutnya, mulut laki kok kyk gitu ya. saya hanya balas dengan senyum dan bilang karena dekat. kalau gak mikir mod lagi bagus udahku bentak semalam!",Maybank KC & Premier Palang Merah Medan,Kota Medan,2,negatif,"tgl feb, batalin polis asuransi alianz nunggu hari. masuk preminya dikit bantu cs, telponin asuransinya berkali gak kuat. yaudalah ya, produknya tutup aja. cerita nominal ya! malas nutup polish ribet, dipikir sayang thn dana berkembang pengembalian % % trus manfatnya produk sebelah. pas nutup polis customer service habisan intimidasi staf banknya. csnya okelah nakutin uang gak kembali, level marketing bilangnya “harusnya dipikirnya tanda tanganlah pak. cetak premi batalin” nada tingi, okeh sabar! hilang kesabaran spv an. wandi (sampe liat namanya) bilang “buka dimana pak? gak nutup disana aja bapak? takut kesana nutup ketemu csnya !. sumpah lantam kali mulutnya, mulut laki kyk gitu ya. balas senyum bilang dekat. gak mikir mod bagus udahku bentak semalam!"
"saya merupakan nasabah kpr dari bank maybank. saya telah mengajuan pelunasan kpr sejak tgl mei di cabang maybank palang merah untuk pelunasan bulan mei. tgl mei saya di telp dari maybank jakarta bahwa pelunasan tidak dapat dilakukan pada bulan mei karena bank tersebut memiliki kuota untuk pelunasan. saya menginfokan agar pelunasan dapat dilakukan bulan mei saya terus menghubungi dikarenakan tidak ada respon dari bank tsbt, saya mengemail beberapa kali dan telp ke cal center untuk rencana pelunasan di pada bulan mei . namun masih belum ada respon. karena saya merasa sangat dinpersulit oleh bank maybank yang seharusnya pelunasan tidak perlu sampai bulan. saya merasa seperti sedang di permainkan oleh pihak maybank atau saya takut dengan jaminan saya. ini menjadi pengalaman buruk saya kredit di maybank. mohon dari pihak ojk membantu saya untuk mendapatkan hak saya untuk pelunasan tangal juni",Maybank KC & Premier Palang Merah Medan,Kota Medan,1,negatif,"nasabah kpr bank maybank. mengajuan pelunasan kpr tgl mei cabang maybank palang merah pelunasan mei. tgl mei telp maybank jakarta pelunasan mei bank memiliki kuota pelunasan. menginfokan pelunasan mei menghubungi respon bank tsbt, mengemail kali telp cal center rencana pelunasan mei . respon. dinpersulit bank maybank pelunasan bulan. permainkan maybank takut jaminan saya. pengalaman buruk kredit maybank. mohon ojk membantu hak pelunasan tangal juni"
"pelayanan lama, kurang cepat berjam jam dibuat menungu. geramnye aku",Maybank KCP Brigjen Katamso,Kota Medan,1,negatif,"pelayanan lama, cepat berjam jam menungu. geramnye"
"pelayanan kurang, proses lambat. tidak kyk cabang lain sat set. lokasinyapun juga salah di gogle map",Maybank KCP Brigjen Katamso,Kota Medan,1,negatif,"pelayanan kurang, proses lambat. kyk cabang sat set. lokasinyapun salah gogle map"
tidak pas,Maybank KCP Glugur,Kota Medan,1,negatif,pas
"pelayananya lambat, sepi tapi lama",Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,"pelayananya lambat, sepi"
"jelek banget pelayananya masih jam setengah sebelas sudah mau istirahat padahal antrian kosong, not recomend",Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,"jelek banget pelayananya jam sebelas istirahat antrian kosong, recomend"
di cari-cari enga ada tidak sesuai lokasi,Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,cari-cari enga sesuai lokasi
handle nasabah di customer service aja lama banget !,Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,handle nasabah customer service aja banget !
setiap pagi g bs setor bsnya di atas jam dan konfirmasinya g jelas,Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,pagi g bs setor bsnya jam konfirmasinya g
"nungunya lama, mau teler lama, mungkin karena traine, tp tidak didampingi, semua orangnya di dalem, minta dipangil baru keluar, mau customer service lebih lama lagi, katanya di cabang cuma ada petugas csnya dan mungkin sedang makan siang atau ada urusan katanya, dari jam . dan sampai jam . belum selesai, kasian bapak securitynya tiap ada customer mangilin petugasnya dan jelasin ke customer. untung bapak securitynya jago bisa merangkap customer service juga, gak perlu gaji customer service lagi, kasi aja gajinya ke bapak security. kecewa sih, brp kenalan dan keluarga juga merasa hal yang sama, cuma kalau ada kenal marketingnya aja agak lumayan pelayananya. not recomended banget lah buat maybank harapan indah. yang paling harus di apreciate cuma si bapak security",Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,"nungunya lama, teler lama, traine, tp didampingi, orangnya dalem, dipangil keluar, customer service lagi, cabang petugas csnya makan siang urusan katanya, jam . jam . selesai, kasian securitynya customer mangilin petugasnya jelasin customer. untung securitynya jago merangkap customer service juga, gak gaji customer service lagi, kasi aja gajinya security. kecewa sih, brp kenalan keluarga sama, kenal marketingnya aja lumayan pelayananya. recomended banget maybank harapan indah. apreciate si security"
tidak ada kcpnya hoax,Maybank KCP Harapan Indah,Kota Bekasi,1,negatif,kcpnya hoax
"please teach the right service quality/ service excelence to customer sevice, she can’t even smile and be polite, she asked for my id card, i gave her and no “thank you” words spoken from her. rude and worst customer service i ever met. definitely not coming back to maybank at jalan bandung, medan. thank you.",Maybank KCP Jl Bandung Medan,Kota Medan,1,negatif,"please teach right service quality/ service excelence customer sevice, can’t even smile polite, asked id card, gave “thank you” words spoken her. rude worst customer service ever met. definitely coming back maybank jalan bandung, medan. thank you."
tolong di ajarkan sopan santun securitynya,Maybank KCP Jl Bandung Medan,Kota Medan,1,negatif,tolong ajarkan sopan santun securitynya
slow and unskiled customer service,Maybank KCP Jl Bandung Medan,Kota Medan,1,negatif,slow unskiled customer service
"biaya pembuatan kartu atm sudah di debit, infonya akan diantar ke alamat. tapi sudah berbulan bulan tidak diantar. kalau ditanya responya selalu ""nanti kami pastikan informasi ke pusat"" ntah ke pusat mana. sama sekali bukan masalah biaya yang sudah didebit, karena nilainya pun kecil. tapi komitmen pelayanan yang tidak serius yang terkesan tidak profesional ke nasabah. mau mengamanahkan tabungan di bank ini jadi mikir mikir lah.",Maybank KCP Krakatau,Kota Medan,1,negatif,"biaya pembuatan kartu atm debit, infonya diantar alamat. berbulan diantar. responya ""nanti pastikan informasi pusat"" ntah pusat mana. biaya didebit, nilainya kecil. komitmen pelayanan serius terkesan profesional nasabah. mengamanahkan tabungan bank mikir mikir lah."
keren telernya songong skli,Maybank KCP Krakatau,Kota Medan,1,negatif,keren telernya songong skli
"saya sangat menyayangkan pelayanan yang sangat buruk dan sangat lambat. saya akan menceritakan kronologinya, pada hari kamis tangal maret saya mengunjungi kcp maybank krakatau sekitar jam siang untuk mengaktivasikan atm saya yang bekukan, sebelumnya ini juga pernah terjadi pada saya dan ini yang kedua kali. saya di arahkan dan dibantu oleh sekuriti bank ke customer service dan menungu sekitar jam lebih barulah tiba giliran saya, saya dilayani oleh bu evi. setelah menjelaskan masalah yang saya miliki, bu evi memberi solusi untuk datang lagi besok jumat atau senin karna data harus di proses dulu dan akan di telpon di hari jumat. disini saya heran kenapa harus menungu dan disuruh datang kembali besok, karna sebelum saya juga sudah pernah mengalami masalah serupa dan selesai hari itu juga di maybank kcp thamrin. akhirnya besok hari jumat tangal maret saya menungu telpon tetapi tidak di telpon dan saya memutuskan ke maybank kcp thamrin dan benar disana saya dibantu oleh customer service wanita berambut panjang bertubuh besar (maf saya lupa namanya) dengan sangat baik dan ramah dia membantu saya dan tidak sampai menit masalah saya selesai dengan bantuanya. disini saya sangat menyayangkan kepada customer service bu evi tidak menguasai dan tidak memiliki kapasitas yang cukup. mohon untuk dilatih kembali demi kenyamanan customer layanan maybank.",Maybank KCP Krakatau,Kota Medan,1,negatif,"menyayangkan pelayanan buruk lambat. menceritakan kronologinya, kamis tangal maret mengunjungi kcp maybank krakatau jam siang mengaktivasikan atm bekukan, kali. arahkan dibantu sekuriti bank customer service menungu jam barulah giliran saya, dilayani bu evi. miliki, bu evi solusi besok jumat senin karna data proses telpon jumat. heran menungu disuruh besok, karna mengalami selesai maybank kcp thamrin. besok jumat tangal maret menungu telpon telpon memutuskan maybank kcp thamrin disana dibantu customer service wanita berambut bertubuh (maf lupa namanya) ramah membantu menit selesai bantuanya. menyayangkan customer service bu evi menguasai memiliki kapasitas cukup. mohon dilatih kenyamanan customer layanan maybank."
"customer service tidak sopan ,pengurusan malah di suruh ke maybank tanjung morawa.",Maybank KCP Pulo Brayan,Kota Medan,1,negatif,"customer service sopan ,pengurusan suruh maybank tanjung morawa."
"customer service sangat tidak ramah. terlihat menyepelekan pelangan. namun kepada pelangan yang china terlihat ramah. lebih sopan lagi satpam,teler ny. ciri customer service berkacamata tebal, berwajah china.",Maybank KCP Pulo Brayan,Kota Medan,1,negatif,"customer service ramah. menyepelekan pelangan. pelangan china ramah. sopan satpam,teler ny. ciri customer service berkacamata tebal, berwajah china."
"sudah dateng dari pagi, sekitar jam . sampai jam makan siang giliran masuk, sistemnya dibilang eror, padahal daritadi untung aja ada tukang somay, dan tukang jualan jajanan deket situ.","Maybank KC Bekasi, JTN-JKT",Kota Bekasi,1,negatif,"dateng pagi, jam . jam makan siang giliran masuk, sistemnya dibilang eror, daritadi untung aja tukang somay, tukang jualan jajanan deket situ."
mau tuker uang baru tidak bisa. harus nasabah asli cabang . padahal saya juga nasabah maybank cmn beda cabang aja. hm,"Maybank KC Bekasi, JTN-JKT",Kota Bekasi,1,negatif,tuker uang bisa. nasabah asli cabang . nasabah maybank cmn beda cabang aja. hm
"pelayanan lama banget,antrian tidak jelas",Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,"pelayanan banget,antrian"
sangat lama dan buruk padahal antri sedikit,Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,buruk antri
pelayanan lelet,Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,pelayanan lelet
"pelayananya lama banget paham memang banyak data yang harus diurus, tapi sepengalamanku baik pengalaman anter temen dan pengalaman sendiri ke kcp lain, tidak selama ini. ini sampai berjam jam loh csnya so far baik, tapi memang kurang cepet aja pelayananya",Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,"pelayananya banget paham data diurus, sepengalamanku pengalaman anter temen pengalaman kcp lain, ini. berjam jam loh csnya far baik, cepet aja pelayananya"
"ramah sih, tapi lamal pol nunggu sampai jam, pegawainya baru belajar kali ya",Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,"ramah sih, lamal pol nunggu jam, pegawainya belajar kali ya"
"sumpah telernya ada yang jutek galak, slip yang tidak ikut standar kita yang disalahin heran kok ada teler kek gitu , amat",Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,"sumpah telernya jutek galak, slip standar disalahin heran teler kek gitu ,"
pelayanan sangat lama terutama cs.masih banyak yang antri csnya malah istirahat nyantai di luar jam istirahat.nungu buka tabungan aja antri samp jam lebih.,Maybank KCP Lippo Cikarang,Kabupaten Bekasi,1,negatif,pelayanan cs.masih antri csnya istirahat nyantai jam istirahat.nungu buka tabungan aja antri samp jam lebih.
